Code Case Number,Address,Code Case Opened Date,Code Case Type,Code Case Closed Date,Code Case District,Code Case Status,Code Case Description
OUV-011668-2020,"9 FOURTH AVE
COLUMBIA, MO 65203",9/21/2020,ONS - Health Unlicensed Vehicle,11/11/2020,First,Resolved,UNLIC RED SUV PARKED AT THE FRONT OF THE DRIVEWAY AND VISIBLE FROM THE STREET  THIS GOES WITH THE OTHER COMPLAINTS FROM REQUEST 5949
OLM-011666-2020,"507 W SEXTON RD
COLUMBIA, MO 65203",9/21/2020,ONS - Landscape Management,9/24/2020,First,Voided,WEEDS  DUPLICATE VOIDED THIS CASE 
OHN-011665-2020,"2301 PRIMROSE DR Unit: APT 8A
COLUMBIA, MO 65202",9/21/2020,ONS - Health Nuisance,10/5/2020,Second,Resolved,TRASH AT DUMPSTER
OTOE-011662-2020,"2308 W BROADWAY
COLUMBIA, MO 65203",9/21/2020,ONS - Residential Solid Waste Violation,9/24/2020,Fourth,Resolved,concern about appearance of property
OUV-011677-2020,"1302 WHIRLAWAY CT
COLUMBIA, MO 65202",9/22/2020,ONS - Health Unlicensed Vehicle,1/29/2021,Second,Resolved,EXPIRED PLATE ON CAR
OHN-011678-2020,"210 ANDERSON AVE
COLUMBIA, MO 65203",9/22/2020,ONS - Health Nuisance,11/3/2020,First,Resolved,LARGE DEAD TREE IN FRONT YARD FOUND AS I WAS DRIVING DOWN STREET
OLM-011681-2020,"4100 WHITE TIGER ST
COLUMBIA, MO 65202",9/22/2020,ONS - Landscape Management,10/12/2020,Second,Resolved,tall grass
OLM-011679-2020,"304 SMILEY LN
COLUMBIA, MO 65202",9/22/2020,ONS - Landscape Management,9/30/2020,Second,Resolved,tall grass
OLM-011680-2020,"4005 WHITE TIGER ST
COLUMBIA, MO 65202",9/22/2020,ONS - Landscape Management,9/30/2020,Second,Resolved,tall grass
OUV-011673-2020,"1300 WHIRLAWAY CT
COLUMBIA, MO 65202",9/22/2020,ONS - Health Unlicensed Vehicle,10/29/2020,Second,Resolved,unl. black suv and red dodge intrepid
OHN-011674-2020,"1302 WHIRLAWAY CT
COLUMBIA, MO 65202",9/22/2020,ONS - Health Nuisance,10/12/2020,Second,Resolved,filled yard
OLM-011682-2020,"4112 WHITE TIGER ST
COLUMBIA, MO 65202",9/22/2020,ONS - Landscape Management,10/12/2020,Second,Resolved,tall grass
OLM-011683-2020,"901 DINWIDDIE CIR
COLUMBIA, MO 65202",9/22/2020,ONS - Landscape Management,9/30/2020,Second,Resolved,tall grass
OLM-011684-2020,"3918 WHITE TIGER ST
COLUMBIA, MO 65202",9/22/2020,ONS - Landscape Management,10/30/2020,Second,Resolved,tall grass
ORC-011685-2020,"201 W ASH ST Unit: APT 5
COLUMBIA, MO 65203",9/22/2020,ONS - Rental Complaint Violation,11/2/2020,First,Resolved,Residue consistant with mold
OLM-011675-2020,"1100 N GARTH AVE
COLUMBIA, MO 65203",9/22/2020,ONS - Landscape Management,10/23/2020,First,Resolved,GROWTH OVER SIDEWALK & SITE/DISTANCE ISSUE AT INTERSECTION  
OLM-011691-2020,"5412 STEEPLECHASE DR
COLUMBIA, MO 65203",9/23/2020,ONS - Landscape Management,12/15/2020,Fifth,Resolved,empty lots on Steeplechase
OLM-011722-2020,"5 PENDLETON ST
COLUMBIA, MO 65203",9/23/2020,ONS - Landscape Management,10/5/2020,First,Resolved,WEEDS
OTOE-011695-2020,"4312 RICE RD
COLUMBIA, MO 65202",9/23/2020,ONS - Residential Solid Waste Violation,10/20/2020,Third,Resolved,TRASH
OLM-011716-2020,"111 FOURTH AVE
COLUMBIA, MO 65203",9/23/2020,ONS - Landscape Management,10/5/2020,First,Resolved,WEEDS
OHN-011711-2020,"1005 ROYAL BIRKDALE DR
COLUMBIA, MO 65203",9/23/2020,ONS - Health Nuisance,11/10/2020,Fifth,Resolved,TRASH/DEBRIS VIEW FROM NEIGHBORING PROPERTY.
OHN-011694-2020,"4312 RICE RD
COLUMBIA, MO 65202",9/23/2020,ONS - Health Nuisance,10/20/2020,Third,Resolved,TRASH
OLM-011730-2020,"311 SANFORD AVE
COLUMBIA, MO 65203",9/23/2020,ONS - Landscape Management,10/5/2020,First,Resolved,weeds
OHN-011724-2020,"5 PENDLETON ST
COLUMBIA, MO 65203",9/23/2020,ONS - Health Nuisance,11/6/2020,First,Resolved,FURNITURE AND DEBRIS/RUBBISH ON EXTERIOR OF PROPERTY AND WEEDS
OHN-011698-2020,"1500 HINKSON AVE
COLUMBIA, MO 65201",9/23/2020,ONS - Health Nuisance,10/5/2020,Third,Resolved,MATTRESS AND GARBAGE ON THE PORCH
OLM-011697-2020,"211 ARCTIC WOLF CT
COLUMBIA, MO 65202",9/23/2020,ONS - Landscape Management,10/1/2020,Second,Resolved,WEEDS IN 3 VAC LOTS? 
OLM-011721-2020,"9 PENDLETON ST
COLUMBIA, MO 65203",9/23/2020,ONS - Landscape Management,10/6/2020,First,Resolved,WEEDS  REMODEL GOING ON???
OLM-011693-2020,"1519 WINDSOR ST
COLUMBIA, MO 65201",9/23/2020,ONS - Landscape Management,1/4/2021,Unknown,Resolved - After Referral to Prosecutor,grass has not been mowed
OLM-011807-2020,"19 FOURTH AVE
COLUMBIA, MO 65203",9/23/2020,ONS - Landscape Management,12/17/2020,First,Resolved - After Referral to Prosecutor,weeds over 12 inches 
OLM-011692-2020,"5434 STEEPLECHASE DR
COLUMBIA, MO 65203",9/23/2020,ONS - Landscape Management,12/15/2020,Fifth,Resolved,empty lots on Steeplechase
OLM-011690-2020,"5510 SADDLE RIDGE DR
COLUMBIA, MO 65203",9/23/2020,ONS - Landscape Management,1/4/2021,Fifth,Closed,empty lots on Steeplechase
OLM-011718-2020,"410 DUNCAN ST
COLUMBIA, MO 65203",9/23/2020,ONS - Landscape Management,10/5/2020,First,Resolved,WEEDS
OLM-011696-2020,"2005 RINEY LN
COLUMBIA, MO 65202",9/23/2020,ONS - Landscape Management,10/14/2020,Third,Resolved,TALL GRASS
OHN-011712-2020,"1421 DORIS DR Unit: APT B
COLUMBIA, MO 65202",9/23/2020,ONS - Health Nuisance,9/30/2020,Second,Resolved,BAGS OF OPEN TRASH AT DOOR AND DRIVEWAY
OHN-011704-2020,"509 N ANN ST
COLUMBIA, MO 65201",9/23/2020,ONS - Health Nuisance,10/7/2020,Third,Resolved,BRUSH OVER SIDEWALK
OLM-011717-2020,"214 W SEXTON RD
COLUMBIA, MO 65203",9/23/2020,ONS - Landscape Management,10/19/2020,First,Resolved,WEEDS
OHN-011702-2020,"411 N WILLIAM ST
COLUMBIA, MO 65201",9/23/2020,ONS - Health Nuisance,10/8/2020,Third,Resolved,boxes and debris
OSSV-011703-2020,"509 N ANN ST
COLUMBIA, MO 65201",9/23/2020,ONS - Streets and Sidewalks Violation,10/7/2020,Third,Resolved,BRUSH OVER SIDEWALK
OLM-011725-2020,"518 HIGH ST
COLUMBIA, MO 65201",9/24/2020,ONS - Landscape Management,10/6/2020,Sixth,Resolved,TALL GRASS AND WEEDS
OHN-011728-2020,"3700 PIMLICO DR
COLUMBIA, MO 65201",9/24/2020,ONS - Health Nuisance,10/19/2020,Sixth,Resolved,veg over sidewalks
OZPARK-011731-2020,"2317 MARICOPA DR
COLUMBIA, MO 65201",9/24/2020,ONS -  Residential Parking Violation,10/19/2020,Sixth,Resolved,trailer parked on grass next to garage
OHN-011734-2020,"1500 ROSEMARY LN
COLUMBIA, MO 65201",9/24/2020,ONS - Health Nuisance,10/19/2020,Sixth,Resolved,pile of trash east side of house
OHN-011785-2020,"4405 FORUM BLVD
COLUMBIA, MO 65203",9/24/2020,ONS - Health Nuisance,10/20/2020,Fifth,Resolved,DEAD TREE ALONG FOURM
OHN-011729-2020,"1510 ROSEMARY LN
COLUMBIA, MO 65201",9/24/2020,ONS - Health Nuisance,10/7/2020,Sixth,Resolved,"SCATTERED TRASH, COUCH OUTSIDE"
OTOE-011733-2020,"1503 ROSEMARY LN
COLUMBIA, MO 65201",9/24/2020,ONS - Residential Solid Waste Violation,10/19/2020,Sixth,Resolved,TOE
OZV-011714-2020,"210 THIRD AVE
COLUMBIA, MO 65203",9/24/2020,ONS - Zoning Violation,11/20/2020,First,Resolved,PARKING A CAMPER TOPPER ON THE GRASS 
OHN-011737-2020,"1401 ROSEMARY LN
COLUMBIA, MO 65201",9/24/2020,ONS - Health Nuisance,9/24/2020,Sixth,Resolved,cans scattered on the property
OHN-011713-2020,"3510 CALUMET DR
COLUMBIA, MO 65201",9/24/2020,ONS - Health Nuisance,10/19/2020,Sixth,Resolved,veg over sidewalks
OUV-011720-2020,"2305 TEMPE CT
COLUMBIA, MO 65201",9/24/2020,ONS - Health Unlicensed Vehicle,10/29/2020,Sixth,Resolved,WHITE FORD TRUCK WITH EXPIRED LICENSE PLATE AND FLAT TIRE
OTOE-011736-2020,"1418 ROSEMARY LN
COLUMBIA, MO 65201",9/24/2020,ONS - Residential Solid Waste Violation,9/29/2020,Sixth,Resolved,toe
OLM-011748-2020,"3312 SHERWOOD DR
COLUMBIA, MO 65202",9/24/2020,ONS - Landscape Management,10/21/2020,Third,Resolved,tall grass
OHN-011732-2020,"1506 ROSEMARY LN
COLUMBIA, MO 65201",9/24/2020,ONS - Health Nuisance,10/2/2020,Sixth,Resolved,ACCUM OF TRASH
OZPARK-011745-2020,"611 PENNANT ST
COLUMBIA, MO 65203",9/24/2020,ONS -  Residential Parking Violation,10/23/2020,First,Resolved,MULTIPLE VEHICLES PARKED ON THE GRASS JUST OFF THE DRIVEWAY
OHN-011742-2020,"607 MORNINGSIDE DR
COLUMBIA, MO 65201",9/24/2020,ONS - Health Nuisance,10/6/2020,Sixth,Resolved,LOOSE TRASH SCATTERED
OLM-011741-2020,"607 MORNINGSIDE DR
COLUMBIA, MO 65201",9/24/2020,ONS - Landscape Management,10/6/2020,Sixth,Resolved,yard is overgrown
OHN-011719-2020,"2305 TEMPE CT
COLUMBIA, MO 65201",9/24/2020,ONS - Health Nuisance,10/19/2020,Sixth,Resolved,veg over sidewalks
OSSV-011727-2020,"1313 ROSEMARY LN
COLUMBIA, MO 65201",9/24/2020,ONS - Streets and Sidewalks Violation,10/14/2020,Sixth,Resolved,TV ON SIDEWALK
OZPARK-011753-2020,"3004 EAST HENLEY DR
COLUMBIA, MO 65202",9/24/2020,ONS -  Residential Parking Violation,10/26/2020,Third,Resolved,TRAILER ON GRASS IN BACKYARD.  SILVER JEEP AUTOMOBILE PARKED ON THE FRONT LAWN
OTOE-011723-2020,"1417 ROSEMARY LN
COLUMBIA, MO 65201",9/24/2020,ONS - Residential Solid Waste Violation,10/6/2020,Sixth,Resolved,ROLL CART AT THE CURB.
OHN-011749-2020,"3312 SHERWOOD DR
COLUMBIA, MO 65202",9/24/2020,ONS - Health Nuisance,10/21/2020,Third,Resolved,accumulation of trash and debris
OZPARK-011715-2020,"214 THIRD AVE
COLUMBIA, MO 65203",9/24/2020,ONS -  Residential Parking Violation,11/16/2020,First,Resolved,"LARGE TRUCK CAMPER ON STILTS IN THE FRONT YARD  THIS IS PLACED ON 214 THIRD AVE, SENT NOTICE TO SOBCHAK 10/27/20"
OLM-011738-2020,"1602 UNIVERSITY AVE
COLUMBIA, MO 65201",9/24/2020,ONS - Landscape Management,10/6/2020,Sixth,Resolved,weeds and grass over twelve inches
OUV-011744-2020,"611 PENNANT ST
COLUMBIA, MO 65203",9/24/2020,ONS - Health Unlicensed Vehicle,10/23/2020,First,Resolved,UNLICENSED VEHICLE AND MULTIPE PARKING ON GRASS
OHN-011844-2020,"600 S WILLIAM ST
COLUMBIA, MO 65201",9/24/2020,ONS - Health Nuisance,10/5/2020,Sixth,Resolved,FRIDGE AT THE CURB
OSSV-011818-2020,"1001 VANDIVER DR
COLUMBIA, MO 65202",9/25/2020,ONS - Streets and Sidewalks Violation,10/12/2020,Second,Resolved,grass over sidewalk
OHN-011773-2020,"5403 VOLUNTEER DR
COLUMBIA, MO 65201",9/25/2020,ONS - Health Nuisance,10/2/2020,Third,Resolved,"pile of trash, furniture, debris"
OHN-011788-2020,"304 OAK MOUNT DR
COLUMBIA, MO 65201",9/25/2020,ONS - Health Nuisance,10/12/2020,Third,Resolved,trash all over the place
OLM-011774-2020,"6400 COBBLE CREEK DR
COLUMBIA, MO 65201",9/25/2020,ONS - Landscape Management,10/12/2020,Sixth,Resolved,tall grass
OSSV-011787-2020,"3704 BENT OAK DR
COLUMBIA, MO 65203",9/28/2020,ONS - Streets and Sidewalks Violation,5/16/2022,Fourth,Resolved,Sidewalk heave - 3747-3837 Grant Lane
OHN-011810-2020,"1205 SUNSET LN
COLUMBIA, MO 65203",9/28/2020,ONS - Health Nuisance,9/29/2020,Fourth,Referred to Prosecutor,"BUILDING SOMETHING, PEOPLE LIVING IN SHEDS IN BACKYARD, PERMIT QUESTIONS AND TIRES"
OSSV-011799-2020,"1620 PARIS RD
COLUMBIA, MO 65201",9/28/2020,ONS - Streets and Sidewalks Violation,10/15/2020,Third,Resolved,"PIECE OF FURNITURE SITTING ON THE SITING, OBSTRUCTING"
OTOE-011805-2020,"5105 SANDSTONE DR
COLUMBIA, MO 65202",9/28/2020,ONS - Residential Solid Waste Violation,10/15/2020,Third,Resolved,"TOE, BOXES OF TRASH AT CURB PRIOR TO DAY OF COLLECTION"
OTOE-011794-2020,"2012 SHALE RIDGE CT
COLUMBIA, MO 65203",9/28/2020,ONS - Residential Solid Waste Violation,9/30/2020,Fourth,Resolved,TOE ON MONDAY AT 9:45AM   2 WHITE BAGS AT THE CURB
OHN-011789-2020,"5614 ST CHARLES RD
COLUMBIA, MO 65202",9/28/2020,ONS - Health Nuisance,10/5/2020,Third,Resolved,dumping behind strip mall on St. Charles Rd
OLM-011845-2020,"404 RIPLEY ST
COLUMBIA, MO 65201",9/28/2020,ONS - Landscape Management,10/15/2020,Third,Resolved,"WEEDS AND GRASS OVER TWELVE INCHES, VEG OVER SIDEWALK"
OLM-011800-2020,"319 RYEFIELD RDG
COLUMBIA, MO 65203",9/28/2020,ONS - Landscape Management,10/19/2020,Second,Resolved,branches over sidewalk
OLM-011801-2020,"5200 SANDSTONE DR
COLUMBIA, MO 65202",9/28/2020,ONS - Landscape Management,10/15/2020,Third,Resolved,VEGETATION GROWING OVER THE SIDEWALK
OSSV-011786-2020,"3700 BENT OAK DR
COLUMBIA, MO 65203",9/28/2020,ONS - Streets and Sidewalks Violation,1/4/2021,Fourth,Closed,"Sidewalk heave - GRANT LN, BUT PROPERTIES ON BENT OAK"
OTOE-011809-2020,"406 RIPLEY ST
COLUMBIA, MO 65201",9/28/2020,ONS - Residential Solid Waste Violation,10/20/2020,Third,Resolved,TOE 
OLM-011798-2020,,9/28/2020,ONS - Landscape Management,10/6/2020,Boone County,Resolved,WEEDS VERY HIGH N STRAWN RD  IN CITY LIMITS
OLM-011806-2020,"908 DINWIDDIE CIR Unit: CELL
COLUMBIA, MO 65202",9/28/2020,ONS - Landscape Management,10/15/2020,Second,Resolved,TALL GRASS
OPM-011815-2020,"10 LUCERNE CT
COLUMBIA, MO 65203",9/29/2020,ONS - Property Maintenance,6/2/2022,Fifth,Resolved,"PM ISSUES ON EXTERIOR, VACANT FOR YEARS"
OPM-011812-2020,"3106 LYNNWOOD DR
COLUMBIA, MO 65203",9/29/2020,ONS - Property Maintenance,2/15/2021,Fifth,Closed,weeds and fence issues
OLM-011811-2020,"4502 GAGE PL
COLUMBIA, MO 65203",9/29/2020,ONS - Landscape Management,1/4/2021,Fourth,Resolved,tall grass
OLM-011813-2020,"3106 LYNNWOOD DR
COLUMBIA, MO 65203",9/29/2020,ONS - Landscape Management,1/4/2021,Fifth,Resolved,weeds and fence issues
OTOE-011828-2020,"1416 ROSEMARY LN
COLUMBIA, MO 65201",9/29/2020,ONS - Residential Solid Waste Violation,10/6/2020,Sixth,Resolved,toe
OSSV-011825-2020,"1809 WOODRAIL AVE
COLUMBIA, MO 65203",9/29/2020,ONS - Streets and Sidewalks Violation,10/9/2020,Fifth,Resolved,trees over hanging streets - Woodrail Ave
OTOE-011830-2020,"316 HARTLEY CT
COLUMBIA, MO 65201",9/29/2020,ONS - Residential Solid Waste Violation,10/21/2020,Third,Resolved,TOE in Benton Stephens
OSSV-011823-2020,"1800 WOODRAIL AVE
COLUMBIA, MO 65203",9/29/2020,ONS - Streets and Sidewalks Violation,10/9/2020,Fifth,Resolved,trees over hanging streets - Woodrail Ave
OSSV-011824-2020,"1805 WOODRAIL AVE
COLUMBIA, MO 65203",9/29/2020,ONS - Streets and Sidewalks Violation,10/9/2020,Fifth,Resolved,trees over hanging streets - Woodrail Ave
OHN-011832-2020,"1500 UNIVERSITY AVE
COLUMBIA, MO 65201",9/29/2020,ONS - Health Nuisance,10/6/2020,Sixth,Resolved,LOOSE TRASH AT THE CURB
OSSV-011821-2020,"1715 WOODRAIL AVE
COLUMBIA, MO 65203",9/29/2020,ONS - Streets and Sidewalks Violation,10/9/2020,Fifth,Resolved,trees over hanging streets - Woodrail Ave
OSSV-011817-2020,"1912 SURREY CT
COLUMBIA, MO 65203",9/29/2020,ONS - Streets and Sidewalks Violation,2/17/2021,Fourth,Resolved,ornamental grass blocking sidewalk LOUISVILLE AND TIPTEE
OUV-011847-2020,"4003 MAMBA DR
COLUMBIA, MO 65202",9/30/2020,ONS - Health Unlicensed Vehicle,10/19/2020,Second,Resolved,tree blocking sidewalk
OSSV-011846-2020,"4003 MAMBA DR
COLUMBIA, MO 65202",9/30/2020,ONS - Streets and Sidewalks Violation,10/19/2020,Second,Resolved,tree blocking sidewalk
OLM-011848-2020,"1011 DUKE ST
COLUMBIA, MO 65203",9/30/2020,ONS - Landscape Management,10/26/2020,Fourth,Resolved,"CARS, JUNK, OVERGROWN VEG, WEEDS, TRASH, "
OHN-011879-2020,"1011 DUKE ST
COLUMBIA, MO 65203",9/30/2020,ONS - Health Nuisance,12/15/2020,Fourth,Resolved,"CARS, JUNK TRASH, BOAT ON GRASS MULTIPLE VIOLATIONS"
OZPARK-011865-2020,"1011 DUKE ST
COLUMBIA, MO 65203",9/30/2020,ONS -  Residential Parking Violation,12/15/2020,Fourth,Resolved,boat and trailer on the grass
OUV-011881-2020,"1011 DUKE ST
COLUMBIA, MO 65203",9/30/2020,ONS - Health Unlicensed Vehicle,2/2/2021,Fourth,Resolved,"CARS, JUNK MULTIPE CASES  OPEN"
OSSV-011860-2020,"917 N EIGHTH ST
COLUMBIA, MO 65201",9/30/2020,ONS - Streets and Sidewalks Violation,10/12/2020,First,Resolved,items blocking sidewalk along Fairview Ave
OLM-011853-2020,"713 WILKES BLVD
COLUMBIA, MO 65201",10/1/2020,ONS - Landscape Management,10/12/2020,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS OVER TWELVE INCHES TALL ON THE PROPERTY.
OHN-011858-2020,"4408 LANGHAM DR
COLUMBIA, MO 65202",10/1/2020,ONS - Health Nuisance,10/12/2020,Second,Resolved,trash
OLM-011854-2020,"1901 LIMESTONE AVE
COLUMBIA, MO 65203",10/1/2020,ONS - Landscape Management,10/28/2020,Fourth,Resolved,TALL WEEDS
OLM-011876-2020,"4905 MOUNTAIN TOP CT
COLUMBIA, MO 65202",10/1/2020,ONS - Landscape Management,10/26/2020,Second,Resolved,EMPTY LOT TO THE SOUTH BY 4907 MOUNTAIN TOP CT NEEDS TO BE MOWED
OTOE-011856-2020,"4408 LANGHAM DR
COLUMBIA, MO 65202",10/1/2020,ONS - Residential Solid Waste Violation,10/12/2020,Second,Resolved,"trash, tall weeds"
OLM-011855-2020,"801 WILKES BLVD
COLUMBIA, MO 65201",10/1/2020,ONS - Landscape Management,10/12/2020,First,Resolved,THERE ARE TURF WEEDS AND TURF GRASS OVER TWELVE INCHES TALL ON THE PROPERTY.
OHN-011896-2020,"2811 MEXICO GRAVEL RD
COLUMBIA, MO 65202",10/2/2020,ONS - Health Nuisance,10/15/2020,Third,Resolved,trash issues
OLM-011922-2020,"5505 ARROWWOOD DR
COLUMBIA, MO 65202",10/5/2020,ONS - Landscape Management,10/14/2020,Third,Resolved,weeds
OHN-011919-2020,"2709 WAYNESBORO DR
COLUMBIA, MO 65202",10/5/2020,ONS - Health Nuisance,11/9/2020,Third,Resolved,debris
OUV-011920-2020,"2709 WAYNESBORO DR
COLUMBIA, MO 65202",10/5/2020,ONS - Health Unlicensed Vehicle,11/9/2020,Third,Resolved, unl cars
OHN-011934-2020,"10 THIRD AVE
COLUMBIA, MO 65203",10/5/2020,ONS - Health Nuisance,10/19/2020,First,Resolved,"WEEDS, DEBRIS , RUBBISH/JUNK  PLUMBING MATERIALS,  SEEN DURING DRIVE BY"
OHN-011930-2020,"3716 ROLLINS RD
COLUMBIA, MO 65203",10/5/2020,ONS - Health Nuisance,11/3/2020,Fourth,Resolved,Tree limbs down
OLM-011940-2020,"10 THIRD AVE
COLUMBIA, MO 65203",10/5/2020,ONS - Landscape Management,10/19/2020,First,Resolved,WEEDS IN BACKYARD 
OHN-011925-2020,"404 RIPLEY ST
COLUMBIA, MO 65201",10/5/2020,ONS - Health Nuisance,10/14/2020,Third,Resolved,property looks junky 
OUV-011936-2020,"115 FOURTH AVE
COLUMBIA, MO 65203",10/5/2020,ONS - Health Unlicensed Vehicle,11/9/2020,First,Resolved,unlicensed car tan 4 door  FP7-43D MO APRIL 2019
OTOE-011923-2020,"410 RIPLEY ST
COLUMBIA, MO 65201",10/5/2020,ONS - Residential Solid Waste Violation,10/26/2020,Third,Resolved,TOE
OLM-011931-2020,"908 HARDIN ST
COLUMBIA, MO 65203",10/5/2020,ONS - Landscape Management,10/19/2020,First,Resolved,66 brush in yard?? WEEDS AND OVER GROWN VEGETATION
OHN-011918-2020,,10/5/2020,ONS - Health Nuisance,10/20/2020,Sixth,Resolved,furniture and debris next to dumpster
OTOE-011921-2020,"1409 E WALNUT ST
COLUMBIA, MO 65201",10/5/2020,ONS - Residential Solid Waste Violation,10/20/2020,Third,Resolved,filled trash cans at the curb
OHN-011937-2020,"1002 N GARTH AVE
COLUMBIA, MO 65203",10/5/2020,ONS - Health Nuisance,10/23/2020,First,Resolved,LARGE DEAD TREE IN FRONT YARD
OPM-011947-2020,"601 N FOURTH ST
COLUMBIA, MO 65201",10/6/2020,ONS - Property Maintenance,6/22/2022,First,Resolved,Vacant house with misc. exterior violations
OHN-011948-2020,"604 HUNT AVE
COLUMBIA, MO 65203",10/6/2020,ONS - Health Nuisance,11/2/2020,First,Resolved,"trash and debris, LOOSE TRASH AT CURB, PICKED OVER AND BROKEN FURNITURE  SEE OTHER OPEN CASES"
OHN-011944-2020,"210 ORR ST
COLUMBIA, MO 65201",10/6/2020,ONS - Health Nuisance,10/14/2020,First,Resolved,concern about weeds in Ameren Lot
OTOE-011949-2020,"1414 ROSEMARY LN
COLUMBIA, MO 65201",10/6/2020,ONS - Residential Solid Waste Violation,10/14/2020,Sixth,Resolved,APPLIANCE BOX AT CURB WITH TRASH
OLM-011945-2020,"210 ORR ST
COLUMBIA, MO 65201",10/6/2020,ONS - Landscape Management,10/14/2020,First,Resolved,concern about weeds in Ameren Lot
OLM-011942-2020,"2909 BLUFF CREEK DR
COLUMBIA, MO 65201",10/6/2020,ONS - Landscape Management,1/26/2022,Sixth,Closed,sight obstruction
OLM-011933-2020,"208 E WORLEY ST Unit: APT B
COLUMBIA, MO 65203",10/6/2020,ONS - Landscape Management,10/19/2020,First,Resolved,weeds
OHN-011958-2020,"4200 ROCK QUARRY RD
COLUMBIA, MO 65201",10/7/2020,ONS - Health Nuisance,11/2/2020,Sixth,Resolved,"trash, debris"
OLM-011989-2020,"4309 ZOE LN
COLUMBIA, MO 65201",10/7/2020,ONS - Landscape Management,10/19/2020,Sixth,Resolved,TURF WEEDS AND TURF GRASS OVER TWELVE INCHES TALL
OLM-011950-2020,"3708 ROLLINS RD
COLUMBIA, MO 65203",10/7/2020,ONS - Landscape Management,1/4/2021,Fourth,Resolved,63 back yard not mowed; furniture at curb
OHN-011952-2020,"405 N WILLIAM ST
COLUMBIA, MO 65201",10/7/2020,ONS - Health Nuisance,10/26/2020,Third,Resolved,"FILLED, OVERFLOWING TRASH CAN WITH GARBAGE FOR OVER A WEEK, UP BY THE HOUSE"
OPM-011963-2020,"701 CLAUDELL LN Unit: APT 202
COLUMBIA, MO 65203",10/8/2020,ONS - Property Maintenance,1/7/2021,First,Resolved,Roof leaking signs of water penetration into kitchen
OHN-011976-2020,"1315 ROSEMARY LN
COLUMBIA, MO 65201",10/8/2020,ONS - Health Nuisance,10/12/2020,Sixth,Referred to Prosecutor,"trash, junk all kinds of ""stuff"" in the front yard and on the porch"
OHN-011973-2020,"1401 ROSEMARY LN
COLUMBIA, MO 65201",10/8/2020,ONS - Health Nuisance,10/8/2020,Sixth,Referred to Prosecutor,loose trash at the curb
OHN-011993-2020,"2110 MEADOWVALE CT
COLUMBIA, MO 65202",10/9/2020,ONS - Health Nuisance,10/26/2020,Third,Resolved,"TREE LIMBS/TWIGS, LOOSE TRASH, KITTY LITTER AND CAT FECES BY THE FRONT DOOR"
OLM-011995-2020,"1805 MCKEE ST
COLUMBIA, MO 65202",10/9/2020,ONS - Landscape Management,11/5/2020,Third,Resolved,TALL GRASS
OHN-011990-2020,"4200 ROCK QUARRY RD
COLUMBIA, MO 65201",10/9/2020,ONS - Health Nuisance,11/2/2020,Sixth,Resolved,pallets visible from off of the property.
OLM-011992-2020,"2110 MEADOWVALE CT
COLUMBIA, MO 65202",10/9/2020,ONS - Landscape Management,11/2/2020,Third,Resolved,WEEDS AND GRASS OVER TWELVE INCHES TALL
OHN-011991-2020,"4312 RICE RD
COLUMBIA, MO 65202",10/9/2020,ONS - Health Nuisance,10/20/2020,Third,Resolved,"LOOSE TRASH SCATTERED ON THE PROPERTY, BOXES IN THE DITCH BY THE ROAD"
OPM-011984-2020,"917 N COLLEGE AVE
COLUMBIA, MO 65201",10/9/2020,ONS - Property Maintenance,6/8/2021,First,Closed,Front porch gutter and eve in disrepair.
ORC-012013-2020,"500 S COLLEGE AVE
COLUMBIA, MO 65201",10/12/2020,ONS - Rental Complaint Violation,8/17/2021,Sixth,Resolved,Concern about Greek house
OLM-012031-2020,"1407 VANDIVER DR
COLUMBIA, MO 65202",10/12/2020,ONS - Landscape Management,10/21/2020,Second,Resolved,grass and weeds over twelve inches tall
OTOE-012026-2020,"404 N NINTH ST
COLUMBIA, MO 65201",10/13/2020,ONS - Residential Solid Waste Violation,11/2/2020,First,Resolved,trash can at curb
OHN-012023-2020,"701 W SEXTON RD
COLUMBIA, MO 65203",10/13/2020,ONS - Health Nuisance,10/26/2020,First,Resolved,accumulation of trash and debris
OTOE-012025-2020,"1313 ROSEMARY LN
COLUMBIA, MO 65201",10/14/2020,ONS - Residential Solid Waste Violation,10/20/2020,Sixth,Resolved,ROLL CARTS AT CURB
OHN-012030-2020,"2100 COUNTRY CLUB DRIVE SOUTH
COLUMBIA, MO 65201",10/14/2020,ONS - Health Nuisance,10/16/2020,Third,Resolved,dead fallen tree from neighboring property
